Country,Code,Year,Death_earthquake,Death_total,Death_rate,log_Death_rate
Haiti,HTI,2010,316000,315305.2305,1.002203482,0.000955907
Samoa,WSM,2009,192,1141.286838,0.168231152,-0.77409358
Iran,IRN,1990,50042,319478.6522,0.156636444,-0.805107185
Indonesia,IDN,2004,228008,1632559.561,0.139662898,-0.85491895
Iran,IRN,2003,31001,324075.3283,0.095659858,-1.019270267
Pakistan,PAK,2005,76213,1414019.845,0.053898112,-1.268426447
Turkey,TUR,1999,18022,368779.2338,0.048869346,-1.310963472
Nepal,NPL,2015,8317,187498.5362,0.04435768,-1.35303118
El Salvador,SLV,2001,1160,33259.0823,0.034877691,-1.457452273
Papua New Guinea,PNG,1998,1636,54786.9607,0.02986112,-1.524893909
Afghanistan,AFG,1998,7024,290800.026,0.024154056,-1.617009938
Algeria,DZA,2003,2275,143080.1131,0.015900183,-1.798597874
Japan,JPN,2011,18463,1267621.744,0.01456507,-1.836687411
Solomon Islands,SLB,2007,52,3698.041583,0.014061497,-1.851968447
Iran,IRN,1997,2916,267602.9893,0.010896739,-1.962703441
China,CHN,2008,87724,8548605.748,0.01026179,-1.988776862
Rwanda,RWA,2002,1001,108441.488,0.009230784,-2.034761391
Nicaragua,NIC,1992,170,19718.72077,0.008621249,-2.064429816
Ecuador,ECU,2016,667,86100.97902,0.007746718,-2.110882256
Costa Rica,CRI,1991,89,11987.97833,0.007424104,-2.129355943
Vanuatu,VUT,1999,10,1386.192859,0.007214003,-2.141823657
Philippines,PHL,1990,2417,386175.687,0.006258809,-2.203508277
Colombia,COL,1999,1185,190452.0013,0.00622204,-2.20606719
New Zealand,NZL,2011,182,30123.69021,0.006041756,-2.218836785
Japan,JPN,1995,5502,918705.178,0.005988864,-2.222655578
Chile,CHL,2010,558,96382.95028,0.005789406,-2.237366017
Georgia,GEO,1991,278,53236.17653,0.005222013,-2.282162061
Afghanistan,AFG,2002,1166,253630.6288,0.004597237,-2.337503148
Indonesia,IDN,2006,6563,1500136.696,0.004374935,-2.359028431
Peru,PER,2007,514,120367.2667,0.004270264,-2.36954528
Afghanistan,AFG,1991,848,199867.8662,0.004242803,-2.372347124
Colombia,COL,1994,650,187925.2743,0.003458822,-2.461071836
Morocco,MAR,2004,628,194009.9271,0.003236948,-2.489864309
Bhutan,BTN,2009,11,3886.823577,0.002830074,-2.548202143
Solomon Islands,SLB,2013,10,3910.427943,0.002557265,-2.592224288
India,IND,2001,20005,8827061.211,0.002266326,-2.644677582
Philippines,PHL,1991,800,379628.0002,0.002107326,-2.67626825
Kyrgyzstan,KGZ,1992,79,38073.6914,0.002074924,-2.682997894
Iran,IRN,2005,625,312774.2529,0.001998246,-2.699350978
Kyrgyzstan,KGZ,2008,74,38994.79429,0.001897689,-2.721774914
Indonesia,IDN,1992,2500,1338017.126,0.001868436,-2.728521664
Turkey,TUR,2011,646,366752.0941,0.001761408,-2.754140084
Turkey,TUR,1992,653,373053.8499,0.001750418,-2.756858345
Bolivia,BOL,1998,105,60453.49413,0.001736872,-2.760232108
Iran,IRN,2017,641,380006.2891,0.001686814,-2.772932755
Afghanistan,AFG,2015,403,245708.9998,0.001640152,-2.785116018
Greece,GRC,1999,143,97375.93403,0.001468535,-2.833115599
Peru,PER,1990,201,137599.4868,0.001460761,-2.835420757
Tajikistan,TJK,2002,53,36637.69173,0.001446598,-2.839652235
Costa Rica,CRI,2009,23,16761.53234,0.00137219,-2.862585883
Algeria,DZA,1994,171,127179.5449,0.001344556,-2.871421156
Egypt,EGY,1992,545,405850.7041,0.001342858,-2.871969801
India,IND,1993,11000,8527572.887,0.001289933,-2.889432755
Papua New Guinea,PNG,1993,60,47866.61427,0.001253483,-2.901881459
Peru,PER,1991,145,137441.2845,0.001054996,-2.976749203
Congo,COG,2008,38,38417.58403,0.00098913,-3.004746453
Peru,PER,2001,108,117192.8495,0.000921558,-3.035477359
Iran,IRN,2002,264,290273.9618,0.000909486,-3.041204154
Indonesia,IDN,2005,1315,1478532.017,0.000889396,-3.050904981
Iran,IRN,2012,314,363985.2312,0.000862672,-3.064154114
Venezuela,VEN,1997,81,98955.07519,0.000818553,-3.086953054
Indonesia,IDN,2009,1208,1534498.964,0.000787228,-3.103899665
Mexico,MEX,2017,472,711319.577,0.000663555,-3.178122763
Guatemala,GTM,2012,48,74832.26293,0.000641435,-3.192847641
Pakistan,PAK,2013,847,1385257.06,0.000611439,-3.213646962
Turkey,TUR,2003,178,322193.5991,0.000552463,-3.257696906
Italy,ITA,2009,310,589414.8347,0.000525945,-3.279059368
Azerbaijan,AZE,2000,31,60318.06871,0.000513942,-3.289085734
Costa Rica,CRI,2004,8,16161.93157,0.00049499,-3.305403277
Italy,ITA,2016,300,620523.3979,0.000483463,-3.315636907
Turkey,TUR,1998,145,357991.195,0.000405038,-3.392504343
Turkmenistan,TKM,2000,11,29192.9777,0.000376803,-3.42388571
Nicaragua,NIC,2000,7,19113.88008,0.000366226,-3.436250817
Philippines,PHL,2013,222,630018.1786,0.000352371,-3.453000106
Guatemala,GTM,1991,25,71700.3106,0.000348674,-3.457581028
Cyprus,CYP,1995,2,5818.078677,0.000343756,-3.463749594
Indonesia,IDN,1994,455,1336769.364,0.000340373,-3.468045087
Afghanistan,AFG,2012,75,231983.7875,0.000323298,-3.490396371
Tajikistan,TJK,2007,12,38514.60152,0.00031157,-3.506444163
Indonesia,IDN,2010,449,1540545.881,0.000291455,-3.535428296
Greece,GRC,1995,26,92816.63084,0.000280122,-3.552652452
Afghanistan,AFG,1990,54,196064.0981,0.00027542,-3.560004316
Colombia,COL,1995,52,190507.8456,0.000272955,-3.563909522
Japan,JPN,1993,233,878488.4974,0.000265228,-3.576380158
Afghanistan,AFG,1999,70,274708.1099,0.000254816,-3.593773441
Turkey,TUR,1995,95,375409.1742,0.000253057,-3.596781276
China,CHN,2010,2228,8976444.314,0.000248205,-3.605189155
Congo,COG,1992,8,32298.48818,0.00024769,-3.606092207
Solomon Islands,SLB,2016,1,4065.690335,0.000245961,-3.609134297
India,IND,1991,2000,8487583.254,0.000235638,-3.627754052
Iran,IRN,2013,87,369418.4122,0.000235505,-3.627999285
Iran,IRN,2006,73,320836.6058,0.00022753,-3.642961053
Philippines,PHL,1994,81,392208.1728,0.000206523,-3.68503162
Peru,PER,1996,26,132872.2744,0.000195677,-3.708461021
Honduras,HND,2009,7,36555.30337,0.000191491,-3.717852352
Myanmar,MMR,2011,76,421664.3983,0.000180238,-3.744153342
Algeria,DZA,1999,24,134681.7436,0.000178198,-3.749097488
Costa Rica,CRI,1990,2,11586.83043,0.00017261,-3.762934656
Costa Rica,CRI,1993,2,12732.53622,0.000157078,-3.803884925
Congo,COG,2005,6,39537.29789,0.000151755,-3.818855734
Panama,PAN,2003,2,13314.0777,0.000150217,-3.823281091
Chile,CHL,2015,15,105061.5846,0.000142773,-3.845352688
Iraq,IRQ,1991,20,140888.7956,0.000141956,-3.847846461
Turkey,TUR,2010,51,359920.9966,0.000141698,-3.848637007
Turkey,TUR,2002,44,323219.6405,0.00013613,-3.866045066
Chile,CHL,2007,12,88379.83011,0.000135778,-3.867171916
Indonesia,IDN,1996,173,1339092.237,0.000129192,-3.888764389
Chile,CHL,2005,11,85854.00486,0.000128124,-3.892367873
Sudan,SDN,1990,31,241998.0472,0.0001281,-3.892450168
Pakistan,PAK,2008,166,1357197.376,0.000122311,-3.912534923
Mexico,MEX,1999,55,457396.1976,0.000120246,-3.91992986
Mexico,MEX,1995,53,453709.8214,0.000116815,-3.932502311
Malaysia,MYS,2015,18,155314.3453,0.000115894,-3.935939065
Iran,IRN,2004,35,305464.0851,0.00011458,-3.940892111
Bosnia and Herzegovina,BIH,2015,4,36898.75875,0.000108405,-3.964951766
Indonesia,IDN,2000,150,1406948.373,0.000106614,-3.972186903
Costa Rica,CRI,2012,2,19089.7135,0.000104768,-3.979769415
Georgia,GEO,2002,5,47731.71145,0.000104752,-3.979837002
Trinidad and Tobago,TTO,2006,1,9706.774921,0.000103021,-3.987074959
Afghanistan,AFG,2009,24,236078.4296,0.000101661,-3.992845066
Chile,CHL,1997,8,79495.58713,0.000100635,-3.997253034
Iran,IRN,1999,27,271981.3897,9.93E-05,-4.003175424
Turkey,TUR,2004,30,318397.7731,9.42E-05,-4.025848767
Nicaragua,NIC,2014,2,23508.95286,8.51E-05,-4.070203289
Philippines,PHL,2012,52,611349.1649,8.51E-05,-4.07028598
Costa Rica,CRI,2017,2,23551.22804,8.49E-05,-4.070983562
Papua New Guinea,PNG,2002,5,60465.56064,8.27E-05,-4.08253808
Iran,IRN,1998,22,267881.1947,8.21E-05,-4.085519546
Bolivia,BOL,1994,5,61853.11329,8.08E-05,-4.09239156
Tajikistan,TJK,2006,3,37852.23641,7.93E-05,-4.100970289
Ecuador,ECU,1990,4,51258.8379,7.80E-05,-4.107708765
Afghanistan,AFG,2013,18,232020.2967,7.76E-05,-4.110253473
Uzbekistan,UZB,2011,14,189288.9918,7.40E-05,-4.130997322
Yemen,YEM,1991,11,150058.9423,7.33E-05,-4.134869196
Indonesia,IDN,1995,95,1337044.424,7.11E-05,-4.148422232
Chile,CHL,2014,7,101941.302,6.87E-05,-4.163252136
Indonesia,IDN,2007,99,1507524.804,6.57E-05,-4.182629272
Indonesia,IDN,2016,106,1623070.97,6.53E-05,-4.185031645
China,CHN,2014,622,9705088.901,6.41E-05,-4.193209133
Dominican Republic,DOM,2003,3,47571.52324,6.31E-05,-4.200225803
New Zealand,NZL,2016,2,31819.74866,6.29E-05,-4.201666749
Myanmar,MMR,2012,26,415515.043,6.26E-05,-4.203613403
Mexico,MEX,2003,29,478715.5836,6.06E-05,-4.217679567
Colombia,COL,1992,11,184934.8857,5.95E-05,-4.225626158
Peru,PER,2014,8,136666.6408,5.85E-05,-4.232572533
Romania,ROU,1990,14,248367.9421,5.64E-05,-4.248967503
Guatemala,GTM,2017,5,89106.43918,5.61E-05,-4.250939085
Tanzania,TZA,2016,19,343726.438,5.53E-05,-4.257459337
Italy,ITA,2002,31,564957.9222,5.49E-05,-4.260654409
Slovenia,SVN,2004,1,18800.02812,5.32E-05,-4.274158499
Ecuador,ECU,1998,3,57205.17163,5.24E-05,-4.280314038
Congo,COG,2002,2,40047.10135,4.99E-05,-4.301541091
Italy,ITA,2017,31,622129.8344,4.98E-05,-4.302519335
Afghanistan,AFG,2010,11,232401.0897,4.73E-05,-4.324845475
Pakistan,PAK,1997,60,1273626.613,4.71E-05,-4.326890875
Haiti,HTI,1994,4,86751.1476,4.61E-05,-4.336215237
Rwanda,RWA,2015,3,66963.46942,4.48E-05,-4.348716692
Rwanda,RWA,2016,3,67668.95755,4.43E-05,-4.353268231
China,CHN,1996,369,8328744.46,4.43E-05,-4.353553171
Tajikistan,TJK,2015,2,46063.93401,4.34E-05,-4.36233103
South Africa,ZAF,1990,12,280063.8002,4.28E-05,-4.368075731
Iran,IRN,1994,11,264489.15,4.16E-05,-4.381015176
Peru,PER,2005,5,121922.4249,4.10E-05,-4.387113587
Indonesia,IDN,2002,59,1439448.913,4.10E-05,-4.387344244
Italy,ITA,2012,24,608361.6163,3.95E-05,-4.403950563
Italy,ITA,1990,21,541240.7999,3.88E-05,-4.411171232
Japan,JPN,2004,40,1048387.233,3.82E-05,-4.418461732
Chile,CHL,1995,3,79192.52936,3.79E-05,-4.42156296
Ecuador,ECU,1995,2,53113.06521,3.77E-05,-4.42417137
Japan,JPN,2016,50,1333011.944,3.75E-05,-4.425864036
China,CHN,2003,315,8486927.269,3.71E-05,-4.430439927
Algeria,DZA,2014,6,161692.2395,3.71E-05,-4.430537926
Peru,PER,2016,5,138194.3504,3.62E-05,-4.441520284
South Africa,ZAF,1997,15,420073.3494,3.57E-05,-4.447233871
Papua New Guinea,PNG,2000,2,56053.03139,3.57E-05,-4.447569109
New Zealand,NZL,2004,1,28198.04133,3.55E-05,-4.450218943
New Zealand,NZL,2007,1,28717.05284,3.48E-05,-4.458139867
Iran,IRN,2010,12,353709.956,3.39E-05,-4.469466038
China,CHN,2013,295,9353931.623,3.15E-05,-4.501172175
Philippines,PHL,2002,15,477630.3926,3.14E-05,-4.503000695
Guatemala,GTM,1999,2,64224.90351,3.11E-05,-4.506673465
Chile,CHL,2012,3,98060.87353,3.06E-05,-4.514374503
Indonesia,IDN,1998,42,1372912.061,3.06E-05,-4.51439343
Egypt,EGY,1995,12,394293.0259,3.04E-05,-4.516637849
Colombia,COL,2008,6,201734.1384,2.97E-05,-4.526628147
Burundi,BDI,2004,3,104878.3075,2.86E-05,-4.543564415
Indonesia,IDN,2013,44,1572896.646,2.80E-05,-4.55324751
Algeria,DZA,2006,4,144536.1205,2.77E-05,-4.557916402
Greece,GRC,2014,3,111101.7198,2.70E-05,-4.568599527
United States,USA,1994,60,2280788.098,2.63E-05,-4.579933688
Iran,IRN,1992,7,269587.6395,2.60E-05,-4.585601936
Spain,ESP,2011,10,393492.0888,2.54E-05,-4.594936005
Italy,ITA,1997,14,560179.416,2.50E-05,-4.602199111
Ecuador,ECU,2014,2,81280.73331,2.46E-05,-4.608957617
El Salvador,SLV,2017,1,41517.77554,2.41E-05,-4.618234077
Afghanistan,AFG,2016,6,250493.0796,2.40E-05,-4.620644482
Turkey,TUR,2000,8,335557.4761,2.38E-05,-4.622676932
Papua New Guinea,PNG,2017,2,84869.33195,2.36E-05,-4.627720788
Tajikistan,TJK,2012,1,42747.15466,2.34E-05,-4.630907212
El Salvador,SLV,2014,1,43334.41456,2.31E-05,-4.636832934
Malawi,MWI,2009,4,173658.3719,2.30E-05,-4.637635734
Pakistan,PAK,2002,30,1304168.655,2.30E-05,-4.638212503
Uganda,UGA,1994,7,329918.7303,2.12E-05,-4.673308932
Philippines,PHL,2017,14,666558.9507,2.10E-05,-4.677710529
Indonesia,IDN,1991,28,1339654.188,2.09E-05,-4.679834675
Iran,IRN,2008,7,336676.7651,2.08E-05,-4.682115106
Poland,POL,2016,8,392709.6531,2.04E-05,-4.69098159
Afghanistan,AFG,2005,5,250661.6889,1.99E-05,-4.700117957
Afghanistan,AFG,2004,5,252026.9362,1.98E-05,-4.702476956
Czech Republic,CZE,2008,2,105378.7216,1.90E-05,-4.72172293
Greece,GRC,2008,2,105576.3988,1.89E-05,-4.722536849
Pakistan,PAK,2004,25,1326585.729,1.88E-05,-4.724795312
Greece,GRC,2015,2,114736.0669,1.74E-05,-4.758669963
France,FRA,1991,9,526511.1301,1.71E-05,-4.767165047
Serbia,SRB,2010,2,120276.2653,1.66E-05,-4.779149939
Azerbaijan,AZE,1999,1,61354.73848,1.63E-05,-4.787848109
China,CHN,1990,130,8143124.246,1.60E-05,-4.796847709
Afghanistan,AFG,2001,4,264258.4381,1.51E-05,-4.819968872
Indonesia,IDN,1997,20,1352983.928,1.48E-05,-4.830262642
Mozambique,MOZ,2006,4,280971.1762,1.42E-05,-4.846601778
Peru,PER,2017,2,141758.5561,1.41E-05,-4.850519285
Guatemala,GTM,1993,1,72708.60638,1.38E-05,-4.861585821
Guatemala,GTM,2011,1,73621.98714,1.36E-05,-4.867007535
Algeria,DZA,2008,2,147974.9104,1.35E-05,-4.86915809
Rwanda,RWA,2008,1,75481.96092,1.32E-05,-4.877843174
Algeria,DZA,2010,2,151348.0535,1.32E-05,-4.878946844
Guatemala,GTM,2013,1,76150.68295,1.31E-05,-4.881673803
Austria,AUT,1998,1,78133.49562,1.28E-05,-4.892837255
China,CHN,1995,106,8319444.612,1.27E-05,-4.894788469
Myanmar,MMR,2016,5,403819.2116,1.24E-05,-4.907216972
Papua New Guinea,PNG,2014,1,80955.96566,1.24E-05,-4.908248858
Japan,JPN,2008,14,1151665.042,1.22E-05,-4.915198149
India,IND,2011,113,9404690.3,1.20E-05,-4.920266055
Venezuela,VEN,2015,2,168140.759,1.19E-05,-4.924643008
Philippines,PHL,1999,5,428467.5926,1.17E-05,-4.932947975
Malaysia,MYS,1991,1,86744.69646,1.15E-05,-4.938242932
India,IND,1999,100,8772735.445,1.14E-05,-4.943135033
Greece,GRC,1990,1,87730.09651,1.14E-05,-4.943148607
Colombia,COL,1991,2,180367.1608,1.11E-05,-4.955127473
Indonesia,IDN,2012,17,1558855.72,1.09E-05,-4.962357
Madagascar,MDG,2017,2,184888.5758,1.08E-05,-4.965880081
Serbia,SRB,1998,1,102773.7686,9.73E-06,-5.011882282
Pakistan,PAK,1990,11,1145229.598,9.61E-06,-5.017499879
China,CHN,1998,78,8312130.688,9.38E-06,-5.02761776
Turkey,TUR,2005,3,322713.6273,9.30E-06,-5.03169605
China,CHN,2012,86,9311446.1,9.24E-06,-5.034518682
Serbia,SRB,2002,1,108865.8529,9.19E-06,-5.036891679
India,IND,1997,79,8728406.19,9.05E-06,-5.043307857
Chile,CHL,2017,1,112316.1523,8.90E-06,-5.050442217
Japan,JPN,2007,10,1126997.657,8.87E-06,-5.051923013
Pakistan,PAK,1992,10,1192263.901,8.39E-06,-5.076372395
Greece,GRC,2017,1,120257.5755,8.32E-06,-5.080112444
Sudan,SDN,1993,2,244575.1614,8.18E-06,-5.087382353
Peru,PER,1999,1,122570.3616,8.16E-06,-5.088385467
Peru,PER,2008,1,124071.3308,8.06E-06,-5.093671441
Romania,ROU,1991,2,249603.8441,8.01E-06,-5.096221274
Indonesia,IDN,2008,12,1521408.64,7.89E-06,-5.103064632
Kazakhstan,KAZ,1990,1,129484.6436,7.72E-06,-5.112218266
Netherlands,NLD,1992,1,130619.9036,7.66E-06,-5.116009359
Peru,PER,2011,1,137215.1574,7.29E-06,-5.137402088
Kazakhstan,KAZ,2009,1,144763.7276,6.91E-06,-5.160659757
Bangladesh,BGD,1999,6,899322.7275,6.67E-06,-5.175764319
Argentina,ARG,2010,2,309435.9058,6.46E-06,-5.189540711
Indonesia,IDN,2011,10,1549140.504,6.46E-06,-5.190090809
Mexico,MEX,2014,4,642045.6833,6.23E-06,-5.205505939
Argentina,ARG,2015,2,325915.9275,6.14E-06,-5.212075589
Nepal,NPL,2016,1,180617.199,5.54E-06,-5.256759103
Nepal,NPL,2017,1,182751.4361,5.47E-06,-5.261860798
United States,USA,2013,14,2605734.884,5.37E-06,-5.269802191
Mexico,MEX,2010,3,585972.9473,5.12E-06,-5.290756312
Turkey,TUR,2017,2,402293.6154,4.97E-06,-5.303513144
United States,USA,2007,12,2450441.728,4.90E-06,-5.310063133
Myanmar,MMR,2017,2,409963.249,4.88E-06,-5.311714931
Tanzania,TZA,2002,2,420712.731,4.75E-06,-5.322955659
Morocco,MAR,2016,1,217393.0753,4.60E-06,-5.337245706
Canada,CAN,2012,1,249773.8589,4.00E-06,-5.397546984
Indonesia,IDN,2017,6,1642526.181,3.65E-06,-5.43736105
Iran,IRN,1991,1,275630.5564,3.63E-06,-5.440327362
Iran,IRN,2000,1,276759.945,3.61E-06,-5.442103236
Indonesia,IDN,1999,5,1395964.318,3.58E-06,-5.445904313
South Korea,KOR,2016,1,286768.7921,3.49E-06,-5.457531887
Indonesia,IDN,2003,5,1455950.412,3.43E-06,-5.464176579
Argentina,ARG,2004,1,292272.7866,3.42E-06,-5.46578838
Japan,JPN,1994,3,881652.3263,3.40E-06,-5.468176103
Mexico,MEX,2011,2,595136.6136,3.36E-06,-5.473586674
Mexico,MEX,2012,2,609378.4963,3.28E-06,-5.483857129
China,CHN,2017,33,10452104.19,3.16E-06,-5.50068979
Mexico,MEX,2015,2,656873.8543,3.04E-06,-5.51645198
Indonesia,IDN,1990,4,1346568.042,2.97E-06,-5.527168312
Tanzania,TZA,2017,1,342550.7203,2.92E-06,-5.534724885
South Africa,ZAF,2009,2,712443.0964,2.81E-06,-5.551720187
China,CHN,2006,23,8283050.341,2.78E-06,-5.556462465
China,CHN,1997,23,8300307.537,2.77E-06,-5.557366348
China,CHN,2011,25,9159059.686,2.73E-06,-5.56391088
South Africa,ZAF,2005,2,733643.9438,2.73E-06,-5.564455341
Turkey,TUR,1991,1,370758.0229,2.70E-06,-5.569090558
Iran,IRN,2014,1,374076.801,2.67E-06,-5.572960776
Thailand,THA,2014,1,417968.8308,2.39E-06,-5.621143896
Bangladesh,BGD,2003,2,885825.6326,2.26E-06,-5.646318247
Pakistan,PAK,2011,3,1368166.037,2.19E-06,-5.659017551
Pakistan,PAK,2015,3,1405421.016,2.13E-06,-5.670685189
China,CHN,2005,18,8488366.173,2.12E-06,-5.673551601
Philippines,PHL,2003,1,488695.0951,2.05E-06,-5.68903798
Japan,JPN,2001,2,984178.3879,2.03E-06,-5.692043828
South Africa,ZAF,2014,1,537885.3303,1.86E-06,-5.7306897
Philippines,PHL,2007,1,540537.0548,1.85E-06,-5.732825471
Philippines,PHL,2015,1,659816.4987,1.52E-06,-5.819423171
Pakistan,PAK,2014,2,1410772.611,1.42E-06,-5.848427024
United States,USA,1992,3,2176433.655,1.38E-06,-5.860624178
India,IND,2016,13,9825391.796,1.32E-06,-5.878406525
Japan,JPN,2000,1,975337.0612,1.03E-06,-5.989154727
China,CHN,2000,8,8339272.41,9.59E-07,-6.018038174
United States,USA,1991,2,2165397.368,9.24E-07,-6.034507609
Japan,JPN,2005,1,1089227.791,9.18E-07,-6.037118714
Brazil,BRA,2007,1,1096728.059,9.12E-07,-6.040098955
Japan,JPN,2009,1,1168975.436,8.55E-07,-6.067805385
United States,USA,2003,2,2449733.433,8.16E-07,-6.088088834
Pakistan,PAK,2007,1,1344987.099,7.44E-07,-6.128718119
Pakistan,PAK,2006,1,1345364.126,7.43E-07,-6.128839843
Pakistan,PAK,2010,1,1369862.016,7.30E-07,-6.136676824
China,CHN,2001,6,8312109.938,7.22E-07,-6.141560028
Pakistan,PAK,2016,1,1409716.24,7.09E-07,-6.149131703
Indonesia,IDN,2015,1,1604088.858,6.23E-07,-6.205228422
China,CHN,2015,5,10100264.01,4.95E-07,-6.305362722
China,CHN,2004,4,8577767.835,4.66E-07,-6.331314296
United States,USA,2001,1,2422092.898,4.13E-07,-6.384190796
United States,USA,2014,1,2651837.613,3.77E-07,-6.423546926
China,CHN,2007,3,8282006.664,3.62E-07,-6.441014321
India,IND,2013,3,9509694.018,3.15E-07,-6.501045289
India,IND,2017,3,9909501.469,3.03E-07,-6.518930552
China,CHN,1993,2,8308593.346,2.41E-07,-6.618497508
China,CHN,2002,2,8375104.965,2.39E-07,-6.621960263
India,IND,2006,2,8678784.583,2.30E-07,-6.637428913
China,CHN,2009,2,8725976.064,2.29E-07,-6.639784022
India,IND,2002,2,8737794.717,2.29E-07,-6.640371842
India,IND,2008,2,8937735.945,2.24E-07,-6.650197524
China,CHN,1999,1,8292976.554,1.21E-07,-6.918710438
India,IND,2005,1,8583251.589,1.17E-07,-6.933651843
India,IND,2007,1,8791967.292,1.14E-07,-6.944086064
Afghanistan,AFG,1992,0,208838.9025,1.14E-07,-7
Afghanistan,AFG,1993,0,236647.0932,1.14E-07,-7
Afghanistan,AFG,1994,0,260216.1875,1.14E-07,-7
Afghanistan,AFG,1995,0,265890.7033,1.14E-07,-7
Afghanistan,AFG,1996,0,269621.7048,1.14E-07,-7
Afghanistan,AFG,1997,0,277197.3591,1.14E-07,-7
Afghanistan,AFG,2000,0,266844.0704,1.14E-07,-7
Afghanistan,AFG,2003,0,255845.9537,1.14E-07,-7
Afghanistan,AFG,2006,0,251083.2137,1.14E-07,-7
Afghanistan,AFG,2007,0,244859.6289,1.14E-07,-7
Afghanistan,AFG,2008,0,239208.2613,1.14E-07,-7
Afghanistan,AFG,2011,0,231405.267,1.14E-07,-7
Afghanistan,AFG,2014,0,239816.4788,1.14E-07,-7
Afghanistan,AFG,2017,0,226650.0555,1.14E-07,-7
Albania,ALB,1990,0,16618.33683,1.14E-07,-7
Albania,ALB,1991,0,17281.34672,1.14E-07,-7
Albania,ALB,1992,0,17077.17138,1.14E-07,-7
Albania,ALB,1993,0,16732.05549,1.14E-07,-7
Albania,ALB,1994,0,16223.95746,1.14E-07,-7
Albania,ALB,1995,0,16322.97885,1.14E-07,-7
Albania,ALB,1996,0,16888.7572,1.14E-07,-7
Albania,ALB,1997,0,19194.49983,1.14E-07,-7
Albania,ALB,1998,0,17497.954,1.14E-07,-7
Albania,ALB,1999,0,17811.09433,1.14E-07,-7
Albania,ALB,2000,0,17324.19067,1.14E-07,-7
Albania,ALB,2001,0,17163.80439,1.14E-07,-7
Albania,ALB,2002,0,17438.61117,1.14E-07,-7
Albania,ALB,2003,0,17796.81954,1.14E-07,-7
Albania,ALB,2004,0,18017.31169,1.14E-07,-7
Albania,ALB,2005,0,17861.07834,1.14E-07,-7
Albania,ALB,2006,0,17808.24572,1.14E-07,-7
Albania,ALB,2007,0,17512.87243,1.14E-07,-7
Albania,ALB,2008,0,17888.55766,1.14E-07,-7
Albania,ALB,2009,0,17871.96303,1.14E-07,-7
Albania,ALB,2010,0,18209.57647,1.14E-07,-7
Albania,ALB,2011,0,18694.00697,1.14E-07,-7
Albania,ALB,2012,0,19180.15265,1.14E-07,-7
Albania,ALB,2013,0,19718.91669,1.14E-07,-7
Albania,ALB,2014,0,20353.64659,1.14E-07,-7
Albania,ALB,2015,0,20814.02266,1.14E-07,-7
Albania,ALB,2016,0,21289.44973,1.14E-07,-7
Albania,ALB,2017,0,21756.81898,1.14E-07,-7
Algeria,DZA,1990,0,121898.5478,1.14E-07,-7
Algeria,DZA,1991,0,121753.4771,1.14E-07,-7
Algeria,DZA,1992,0,122603.6998,1.14E-07,-7
Algeria,DZA,1993,0,123921.1153,1.14E-07,-7
Algeria,DZA,1995,0,129312.495,1.14E-07,-7
Algeria,DZA,1996,0,128870.4155,1.14E-07,-7
Algeria,DZA,1997,0,134313.3737,1.14E-07,-7
Algeria,DZA,1998,0,134707.3097,1.14E-07,-7
Algeria,DZA,2000,0,137878.812,1.14E-07,-7
Algeria,DZA,2001,0,138953.1742,1.14E-07,-7
Algeria,DZA,2002,0,139887.319,1.14E-07,-7
Algeria,DZA,2004,0,141775.3872,1.14E-07,-7
Algeria,DZA,2005,0,142857.8907,1.14E-07,-7
Algeria,DZA,2007,0,146687.383,1.14E-07,-7
Algeria,DZA,2009,0,149905.6961,1.14E-07,-7
Algeria,DZA,2011,0,153511.576,1.14E-07,-7
Algeria,DZA,2012,0,155025.9287,1.14E-07,-7
Algeria,DZA,2013,0,158062.4102,1.14E-07,-7
Algeria,DZA,2015,0,164432.0398,1.14E-07,-7
Algeria,DZA,2016,0,166018.7372,1.14E-07,-7
Algeria,DZA,2017,0,167907.4347,1.14E-07,-7
Argentina,ARG,1990,0,253537.6782,1.14E-07,-7
Argentina,ARG,1991,0,253982.5913,1.14E-07,-7
Argentina,ARG,1992,0,259963.7615,1.14E-07,-7
Argentina,ARG,1993,0,259313.9803,1.14E-07,-7
Argentina,ARG,1994,0,257531.421,1.14E-07,-7
Argentina,ARG,1995,0,261913.5493,1.14E-07,-7
Argentina,ARG,1996,0,267952.3226,1.14E-07,-7
Argentina,ARG,1997,0,272499.2214,1.14E-07,-7
Argentina,ARG,1998,0,279299.7055,1.14E-07,-7
Argentina,ARG,1999,0,286180.3471,1.14E-07,-7
Argentina,ARG,2000,0,280276.2071,1.14E-07,-7
Argentina,ARG,2001,0,285191.2637,1.14E-07,-7
Argentina,ARG,2002,0,293090.5968,1.14E-07,-7
Argentina,ARG,2003,0,298770.555,1.14E-07,-7
Argentina,ARG,2005,0,290153.6487,1.14E-07,-7
Argentina,ARG,2006,0,293706.5516,1.14E-07,-7
Argentina,ARG,2007,0,305509.1008,1.14E-07,-7
Argentina,ARG,2008,0,300204.9726,1.14E-07,-7
Argentina,ARG,2009,0,305160.4633,1.14E-07,-7
Argentina,ARG,2011,0,314266.2928,1.14E-07,-7
Argentina,ARG,2012,0,317766.0729,1.14E-07,-7
Argentina,ARG,2013,0,321920.1846,1.14E-07,-7
Argentina,ARG,2014,0,322011.9361,1.14E-07,-7
